"Date","Transaction type","Order ID","Product Details","Total product charges","Total promotional rebates","Amazon fees","Other","Total (GBP)"
"17/07/2024","Order Payment","203-5726834-7224347","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","0","-9.81","4.53","17.38"
"17/07/2024","Service Fees","204-3196227-5987508","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-1.79","0","-1.79"
"17/07/2024","Order Payment","206-5795364-0637115","BUCKHEAD Boston Casual Men Sneakers (Whi...","16.25","0","-9.32","0","6.93"
"17/07/2024","Order Payment","026-0151686-6005121","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","0","-9.81","4.53","17.38"
"17/07/2024","Order Payment","202-8015051-6769956","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","-1.66","-9.81","6.19","17.38"
"17/07/2024","Order Payment","204-5586007-8918754","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","0","-8.06","4.53","19.13"
"17/07/2024","Refund","202-1785253-4121156","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"17/07/2024","Order Payment","206-1151200-2553117","BUCKHEAD Unisex Casual Sneakers for Wome...","19.27","0","-9.19","3.85","13.93"
"17/07/2024","Order Payment","202-4139831-7392355","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","0","-9.81","4.53","17.38"
"17/07/2024","Service Fees","---","Subscription:","0","0","-25","0","-25"
"16/07/2024","Order Payment","205-0099938-2968333","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"16/07/2024","Order Payment","204-3713311-8263569","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","0","-9.81","4.53","17.38"
"16/07/2024","Order Payment","205-3797436-4004314","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","-1.66","-8.06","6.19","19.13"
"16/07/2024","Order Payment","026-4272831-5969940","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","0","-9.81","4.53","17.38"
"16/07/2024","Order Payment","203-1986420-6004320","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","0","-7.74","4.53","19.45"
"16/07/2024","Order Payment","203-0021200-6837936","BUCKHEAD Unisex Casual Sneakers for Wome...","19.99","0","-7.57","4","16.42"
"16/07/2024","Refund","202-6062324-7653108","BUCKHEAD Boston Casual Men Sneakers (Whi...","-24.99","0","3.67","-5","-26.32"
"16/07/2024","Order Payment","204-0748263-1305109","BUCKHEAD Boston Casual Men Sneakers (Bla...","22.66","0","-8.06","4.53","19.13"
"16/07/2024","Order Payment","204-3499133-8060349","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"16/07/2024","Order Payment","202-2666061-2945912","BUCKHEAD Unisex Casual Sneakers for Wome...","24.08","0","-14.23","9.81","19.66"
"16/07/2024","Refund","204-5056620-6797103","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"16/07/2024","Refund","026-2712046-2333966","BUCKHEAD Unisex Casual Sneakers for Wome...","-74.97","0","11.01","-15","-78.96"
"16/07/2024","Order Payment","026-4695241-7569117","BUCKHEAD Boston Casual Men Sneakers (Whi...","19.99","0","-9.32","4","14.67"
"16/07/2024","Order Payment","202-3707486-0557139","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-10.24","5","19.75"
"16/07/2024","Other","202-6747830-2550740","FBA Inventory Reimbursement","0","0","0","16.5","16.5"
"16/07/2024","Other","203-2099629-0951565","FBA Inventory Reimbursement","0","0","0","17.47","17.47"
"15/07/2024","Order Payment","204-0655104-0789152","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-10.24","5","19.75"
"15/07/2024","Service Fees","203-2031940-3615531","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"15/07/2024","Order Payment","203-3739649-2005124","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-11.36","5.67","22.63"
"15/07/2024","Other","204-0052423-4100329","FBA Inventory Reimbursement","0","0","0","16.5","16.5"
"15/07/2024","Order Payment","206-1081821-2944307","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"15/07/2024","Order Payment","202-6369865-9895518","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"15/07/2024","Refund","205-1952276-7374727","BUCKHEAD Boston Casual Men Sneakers (Whi...","-24.99","1.87","3.67","-6.87","-26.32"
"15/07/2024","Service Fees","202-1419507-0606718","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-1.95","0","-1.95"
"14/07/2024","Order Payment","026-7291009-8014743","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"13/07/2024","Order Payment","204-7115842-3314739","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"13/07/2024","Order Payment","026-2712046-2333966","BUCKHEAD Unisex Casual Sneakers for Wome...","74.97","0","-30.72","15","59.25"
"13/07/2024","Refund","026-7349775-8872358","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","1.66","4.16","-7.33","-29.83"
"13/07/2024","Order Payment","026-8924460-0564359","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-8.49","5","21.5"
"13/07/2024","Refund","203-9979657-0871549","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"13/07/2024","Order Payment","202-6062324-7653108","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-8.49","5","21.5"
"13/07/2024","Order Payment","203-5543896-3889138","BUCKHEAD Unisex Casual Sneakers for Wome...","24.08","0","-10.07","4.82","18.83"
"13/07/2024","Order Payment","205-0158940-7330737","BUCKHEAD Unisex Casual Sneakers for Wome...","24.08","0","-10.04","4.82","18.86"
"13/07/2024","Order Payment","202-2898491-2962762","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.87","-10.85","7.54","23.14"
"12/07/2024","Refund","206-9671373-6762706","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"12/07/2024","Order Payment","026-1480699-9149933","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"12/07/2024","Refund","204-6407337-6370711","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"12/07/2024","Order Payment","204-5125806-6674724","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"12/07/2024","Order Payment","206-4950060-2638705","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.25","-10.85","6.92","23.14"
"12/07/2024","Order Payment","205-1952276-7374727","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","-1.87","-8.49","6.87","21.5"
"12/07/2024","Order Payment","202-5267763-4648355","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"12/07/2024","Order Payment","203-6196587-0786741","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-13.26","10.66","25.72"
"12/07/2024","Order Payment","203-2014084-5306718","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-10.21","5","19.78"
"12/07/2024","Order Payment","203-4041113-2526763","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"12/07/2024","Service Fees","203-3432660-3641150","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"12/07/2024","Refund","203-9269788-7249946","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"12/07/2024","Refund","203-6770225-7590762","BUCKHEAD Unisex Casual Sneakers for Wome...","-19.99","0","2.94","-4","-21.05"
"12/07/2024","Order Payment","206-3335298-8069945","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.87","-10.85","7.54","23.14"
"12/07/2024","Refund","206-4819918-8248326","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"12/07/2024","Refund","206-3429036-1250742","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"12/07/2024","Service Fees","---","Total Inbound Transportation Fees","0","0","0","-5.62","-5.62"
"12/07/2024","Service Fees","205-2673068-1893149","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-1.79","0","-1.79"
"12/07/2024","Service Fees","---","Total Inbound Transportation Fees","0","0","0","-14.04","-14.04"
"12/07/2024","Service Fees","---","Total Inbound Transportation Fees","0","0","0","-28.08","-28.08"
"12/07/2024","Service Fees","---","Total Inbound Transportation Fees","0","0","0","-28.08","-28.08"
"11/07/2024","Order Payment","204-8095404-1449929","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"11/07/2024","Order Payment","205-0181336-1861102","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"11/07/2024","Order Payment","202-4834376-8704335","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-11.17","8.16","25.31"
"11/07/2024","Order Payment","026-8652368-9477967","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-10.24","5","19.75"
"11/07/2024","Service Fees","---","Cost of Advertising","0","0","-608.84","0","-608.84"
"11/07/2024","Order Payment","026-1130099-4381131","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.87","-9.1","7.54","24.89"
"11/07/2024","Order Payment","204-7043705-3264333","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"11/07/2024","Order Payment","204-1988518-2749962","BUCKHEAD Unisex Casual Sneakers for Wome...","24.08","0","-10.04","4.82","18.86"
"11/07/2024","Order Payment","204-2672572-0308324","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-10.24","5","19.75"
"11/07/2024","Order Payment","202-4136750-5463567","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"10/07/2024","Order Payment","204-1675165-8412307","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"10/07/2024","Order Payment","203-3307118-4311561","BUCKHEAD Unisex Casual Sneakers (White, ...","24.99","0","-14.4","9.99","20.58"
"10/07/2024","Order Payment","202-4147908-1418742","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-8.78","7.33","25.21"
"10/07/2024","Order Payment","204-8846971-2597107","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"10/07/2024","Order Payment","205-1511889-8288364","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"10/07/2024","Order Payment","205-0380335-6101931","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"10/07/2024","Order Payment","202-3781672-7749168","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-12.24","7.34","23.42"
"10/07/2024","Order Payment","206-7138078-0413137","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-8.49","5","21.5"
"10/07/2024","Order Payment","204-6401052-9629138","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-10.24","5","19.75"
"10/07/2024","Refund","205-9813832-3404352","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"10/07/2024","Refund","204-4251693-3143529","BUCKHEAD Unisex Casual Sneakers for Wome...","-24.99","0","3.67","-5","-26.32"
"10/07/2024","Order Payment","205-4712280-7683505","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"10/07/2024","Order Payment","202-5954482-2342768","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.87","-10.85","7.54","23.14"
"10/07/2024","Service Fees","203-3963834-7249934","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"09/07/2024","Order Payment","206-4357679-1305147","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"09/07/2024","Refund","203-2031940-3615531","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","8.32","-10.66","-30.66"
"09/07/2024","Refund","026-3707038-0479500","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"09/07/2024","Service Fees","204-2095947-3050756","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"09/07/2024","Order Payment","205-0525733-1965148","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"09/07/2024","Refund","206-5859967-8631552","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"09/07/2024","Order Payment","204-3757668-1766758","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"09/07/2024","Order Payment","204-5132944-4498761","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"09/07/2024","Service Fees","026-0601945-5574714","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"09/07/2024","Refund","202-9050886-2485917","BUCKHEAD Unisex Casual Sneakers for Wome...","-19.99","0","2.94","-4","-21.05"
"09/07/2024","Refund","202-9050886-2485917","BUCKHEAD Unisex Casual Sneakers for Wome...","-19.99","0","2.94","-4","-21.05"
"09/07/2024","Order Payment","205-9630056-1753942","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-0.82","-10.85","6.49","23.14"
"08/07/2024","Order Payment","202-5082949-4989162","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-12.94","10.66","26.04"
"08/07/2024","Order Payment","203-2031940-3615531","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"08/07/2024","Order Payment","205-1758696-3054755","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.87","-10.85","7.54","23.14"
"08/07/2024","Order Payment","205-8169081-9232335","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"08/07/2024","Order Payment","203-1007018-8992360","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-8.49","5","21.5"
"08/07/2024","Order Payment","202-7574667-6353101","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"08/07/2024","Order Payment","026-2556834-6136316","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-8.49","5","21.5"
"08/07/2024","Order Payment","202-6932962-3745965","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-9.1","7.33","24.89"
"08/07/2024","Order Payment","204-4755919-3625902","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"08/07/2024","Order Payment","026-4567468-3842727","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"08/07/2024","Order Payment","026-0912959-8335548","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-13.26","10.66","25.72"
"08/07/2024","Order Payment","206-5859967-8631552","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"08/07/2024","Order Payment","202-4978005-2359525","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"08/07/2024","Order Payment","206-4060465-8147560","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-10.24","5","19.75"
"08/07/2024","Order Payment","202-7968741-8501958","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-10.24","5","19.75"
"08/07/2024","Refund","203-7130725-6531549","BUCKHEAD Boston Casual Men Sneakers (Bla...","-56.64","0","8.32","-11.34","-59.66"
"08/07/2024","Service Fees","205-0021127-7157102","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"08/07/2024","Refund","026-4368688-6745112","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"07/07/2024","Order Payment","026-6452781-1392314","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"07/07/2024","Order Payment","205-9210712-9097955","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"07/07/2024","Order Payment","204-4251693-3143529","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-10.24","5","19.75"
"07/07/2024","Service Fees","---","FBA storage fee","0","0","0","-108.28","-108.28"
"07/07/2024","Order Payment","205-5944101-0556331","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-10.85","7.33","23.14"
"07/07/2024","Service Fees","203-2198014-4860302","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"07/07/2024","Order Payment","204-6407337-6370711","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"07/07/2024","Order Payment","203-7804523-6080315","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"07/07/2024","Order Payment","026-3707038-0479500","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"07/07/2024","Order Payment","026-1548567-1564336","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-10.24","5","19.75"
"07/07/2024","Order Payment","026-2623375-5027507","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"07/07/2024","Order Payment","202-7083738-0591515","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"07/07/2024","Order Payment","206-4819918-8248326","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"07/07/2024","Order Payment","202-8116114-0408346","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"07/07/2024","Order Payment","026-1524120-1746700","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"07/07/2024","Refund","204-7434736-5243543","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"06/07/2024","Order Payment","206-3429036-1250742","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"06/07/2024","Order Payment","205-8427480-4870747","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-9.1","7.33","24.89"
"06/07/2024","Order Payment","206-6137698-8492314","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"06/07/2024","Order Payment","206-0867293-9859533","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-8.49","5","21.5"
"06/07/2024","Order Payment","026-3854158-2708359","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-10.24","5","19.75"
"06/07/2024","Order Payment","203-2476976-0974707","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-14.4","9.99","20.58"
"06/07/2024","Order Payment","203-5693689-3380323","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"06/07/2024","Order Payment","204-6732388-7726708","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-13.26","10.66","25.72"
"06/07/2024","Refund","204-3196227-5987508","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"06/07/2024","Order Payment","026-2195267-7316355","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-0.93","-8.78","6.6","25.21"
"06/07/2024","Order Payment","026-7349775-8872358","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-8.78","7.33","25.21"
"05/07/2024","Order Payment","026-8947348-7203512","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"05/07/2024","Order Payment","205-0160156-4501973","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"05/07/2024","Order Payment","204-4625966-0739517","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"05/07/2024","Order Payment","202-9696620-9382728","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"05/07/2024","Refund","026-8960601-8378746","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","1.87","4.16","-7.54","-29.83"
"05/07/2024","Order Payment","203-2887839-9958751","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"05/07/2024","Refund","026-7057669-1789167","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0.93","4.16","-6.6","-29.83"
"05/07/2024","Order Payment","206-5146402-2869142","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"05/07/2024","Service Fees","203-7745132-5969112","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"05/07/2024","Service Fees","205-5862216-8588335","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-1.79","0","-1.79"
"04/07/2024","Order Payment","206-7370310-6537913","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.07","-8.78","1.07","19.54"
"04/07/2024","Order Payment","206-7764805-0436334","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"04/07/2024","Order Payment","204-3196227-5987508","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"04/07/2024","Order Payment","205-2402188-7466725","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-0.55","-10.85","6.22","23.14"
"04/07/2024","Order Payment","204-4924041-3473964","BUCKHEAD Boston Casual Men Sneakers (Gre...","24.99","0","-10.24","5","19.75"
"04/07/2024","Order Payment","206-2003539-3517959","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-8.78","5.67","25.21"
"04/07/2024","Order Payment","202-3071521-5410768","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"04/07/2024","Order Payment","205-5411132-1168316","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-15.01","10.66","23.97"
"04/07/2024","Refund","202-2545970-6095561","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"04/07/2024","Refund","205-2673068-1893149","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"04/07/2024","Unavailable balance","---","Current Reserve Amount ","0","0","0","-2634.63","-2634.63"
"04/07/2024","Previous statement's unavailable balance","---","Previous Reserve Amount Balance ","0","0","0","2634.63","2634.63"
"03/07/2024","Order Payment","203-2897032-2723546","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-11.17","8.16","25.31"
"03/07/2024","Order Payment","204-7483657-9422738","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-8.78","7.33","25.21"
"03/07/2024","Order Payment","205-9352432-1751522","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-13.26","10.66","25.72"
"03/07/2024","Order Payment","205-1734371-0130748","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-9.18","5.83","21.64"
"03/07/2024","Order Payment","202-9527567-8169942","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"03/07/2024","Order Payment","026-4368688-6745112","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"03/07/2024","Order Payment","202-4834867-4759516","BUCKHEAD Boston Casual Men Sneakers (Gre...","24.99","0","-10.24","5","19.75"
"03/07/2024","Order Payment","205-3147305-8109113","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"03/07/2024","Order Payment","204-7246477-9769959","BUCKHEAD Boston Casual Men Sneakers (Gre...","24.99","0","-14.4","9.99","20.58"
"03/07/2024","Refund","204-2095947-3050756","BUCKHEAD Unisex Casual Sneakers for Wome...","-19.99","0","2.94","-4","-21.05"
"03/07/2024","Refund","206-4577119-5130720","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"03/07/2024","Order Payment","202-1070460-7141933","BUCKHEAD Unisex Casual Sneakers for Wome...","24.99","0","-10.24","5","19.75"
"02/07/2024","Order Payment","026-5966599-9741134","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Order Payment","203-5365721-7617162","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Order Payment","206-7010682-9706718","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Order Payment","204-6747802-1414759","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-9.1","5.67","24.89"
"02/07/2024","Order Payment","205-7847967-7565935","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Order Payment","206-3634043-9488308","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Order Payment","205-3241594-9751501","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Service Fees","202-7480124-0706716","FBA Customer Returns Fee (Apparel and Shoes)","0","0","-2.83","0","-2.83"
"02/07/2024","Order Payment","026-7057669-1789167","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-0.93","-9.1","6.6","24.89"
"02/07/2024","Order Payment","203-6695095-1845942","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Order Payment","204-2254914-9577907","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Order Payment","203-5119424-4369112","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-12.24","7.34","23.42"
"02/07/2024","Order Payment","203-8763954-8738762","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-12.23","7.33","23.42"
"02/07/2024","Order Payment","206-1030752-3137922","BUCKHEAD Boston Casual Men Sneakers (Whi...","24.99","0","-8.49","5","21.5"
"02/07/2024","Order Payment","203-3799102-9743549","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Order Payment","202-2545970-6095561","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"02/07/2024","Refund","205-2787164-8701917","BUCKHEAD Boston Casual Men Sneakers (Bla...","-28.32","0","4.16","-5.67","-29.83"
"02/07/2024","Order Payment","205-6469043-4547566","BeeGee Extra Comfortable Women Walking T...","17.92","0","-7.19","3.58","14.31"
"01/07/2024","Service Fees","---","Cost of Advertising","0","0","-381.16","0","-381.16"
"01/07/2024","Order Payment","026-3853631-7585919","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"01/07/2024","Order Payment","206-6973174-2212317","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","0","-10.85","5.67","23.14"
"01/07/2024","Order Payment","026-3695638-6725166","BUCKHEAD Boston Casual Men Sneakers (Bla...","28.32","-1.66","-9.1","7.33","24.89"
